"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"EXTRACTED/3854/0";"If users in the organization have been assigned licenses for eSign-related products, please note that deleting the organization will also delete the user";"如果组织中的用户已被分配了与电子签名相关的产品的授权，请注意删除该组织将同时删除用户的文档数据，且无法恢复。如果产品配额不足，我们将移除用户的授权。";"";""
"EXTRACTED/3855/0";"We will remove users license if the product quota is not enough.";"如果产品配额不足，我们将删除用户授权。";"";""
"EXTRACTED/3856/0";"Are you sure you want to delete the organization?";"您确定要删除这个组织吗？";"";""
"EXTRACTED/3857/0";"Deletion failed. The organization is a sub-organization of Foxit eSign and cannot be deleted.";"删除失败。该组织是福昕电子签章的子组织，无法删除。";"";""
"EXTRACTED/3858/0";"(eSign admin)";"(电子签章管理员)";"";""
"EXTRACTED/3859/0";"This user is set as a Super admin/Setup admin in the {{accountList}} of Foxit eSign.";"此用户已在福昕电子签章的{{accountList}}中设为超级管理员/设置管理员。";"";""
"EXTRACTED/3860/0";"[Account# {{accountId}}]";"账户# {{accountId}}";"";""
"EXTRACTED/3861/0";"Step";"步骤";"";""
"EXTRACTED/3862/0";"Create groups and establish connections with Foxit Admin Console";"使用福昕管理控制台创建组并建立连接";"";""
"EXTRACTED/3863/0";"1.Go back to the \";"1. 返回到“福昕身份管理”主设置页面，然后访问用户和组部分。";"";""
"EXTRACTED/3864/0";"1.In the OKTA Console, go to “Directory > Groups” page, add group and add users to the group who should have access to the app.";"1. 在OKTA控制台中，转到“目录 > 组”页面，添加组并将用户添加到应该具有对该应用程序的访问权限的组中。";"";""
"EXTRACTED/3865/0";"Create an app on the Microsoft Entra ID admin page";"在 Microsoft Entra ID 管理页面上创建应用程序";"";""
"EXTRACTED/3866/0";"To setup SSO (SAML 2.0) between Foxit Admin Console and Microsoft Entra ID, follow the steps below:<br/>1.Go to Enterprise applications page and create your own application.<br/>2.Go to the Overview page of your app and edit Basic SAML Configuration.<br/>3.Confirm the SP Assertion Consumer Service URL with your domain owner. Then fill in Identifier and Reply URL on Basic SAML Configuration page. Please note that the Identifier must be unique in Microsoft Entra ID, you are free to enter a virtual SP Entity ID that differs from the domain owner";"要在福昕管理控制台和Microsoft Entra ID之间设置SSO（SAML 2.0），请按照以下步骤操作:<br/>1.进入企业应用页面并创建您自己的应用。<br/>2.进入您的应用的概览页面，编辑基本SAML配置。<br/>3.与您的域名所有者确认SP断言消费者服务URL。然后在基本SAML配置页面填写标识符和回复URL。请注意，标识符在Microsoft Entra ID中必须唯一，您可以自由输入与域名所有者不同的虚拟SP实体ID。<br/>4.编辑用户属性和声明，创建一个新的声明。";"";""
"EXTRACTED/3867/0";"Method {{number}}";"方法 {{number}}";"";""
"EXTRACTED/3868/0";"Create groups according to Foxit rules. Foxit will automatically assign corresponding product licenses for the groups with the following names (note the case difference):";"根据福昕规则创建组。福昕将自动为以下名称的组分配相应的产品授权（请注意大小写区别）:";"";""
"EXTRACTED/3869/0";"2.Create groups with custom names. Please provide a group name that matches the group name in {{platform}}. You can also choose an existing group in {{platform}}. Associate the group with the licenses of the products that need to be automatically assigned.";"2.创建具有自定义名称的组。请提供与{{platform}}中的组名称匹配的组名称。您还可以选择{{platform}}中的现有组。将组与需要自动分配授权的产品的授权关联起来。";"";""
"EXTRACTED/3870/0";"Create groups according to Foxit rules. A product corresponds to a group. The names of these groups need to be fixed and case-sensitive. The group names are as follows.";"根据福昕规则创建组。一个产品对应一个组。这些组的名称需要固定且区分大小写。组的名称如下所示。";"";""
"EXTRACTED/3871/0";"Create group connections";"创建组连接";"";""
"EXTRACTED/3872/0";"Once the configuration is removed, the Admin Console will no longer assign licenses to users added to this group. However, users who have already been synchronized into the group will not be affected. Are you sure you want to delete the group connections?";"一旦配置被移除，管理员控制台将不再为添加到该组中的用户分配授权。然而，已经同步到该组的用户将不受影响。您确定要删除组连接吗？";"";""
"EXTRACTED/3873/0";"Group name";"组名称";"";""
"EXTRACTED/3874/0";"No data has been pushed by this group so far.";"这个组目前还没有推送任何数据。";"";""
"EXTRACTED/3875/0";"You can add up to 10 groups and associate each group with licenses for the products. Please note that if the group name does not match the group name in {{platform}}, Foxit will not be able to automatically assign licenses to users.";"您可以添加最多10个组，并将每个组与产品的授权关联起来。请注意，如果组名称与{{platform}}中的组名称不匹配，福昕将无法自动分配授权给用户。";"";""
"EXTRACTED/3876/0";"Auto-licensing products";"自动授权产品";"";""
"EXTRACTED/3877/0";"Group name in {{platform}}";"在 {{platform}} 中的组名称";"";""
"EXTRACTED/3878/0";"Please enter to confirm the group name";"请输入以确认组名称";"";""
"EXTRACTED/3879/0";"or";"或者";"";""
"EXTRACTED/3880/0";"Select groups";"选择组";"";""
"EXTRACTED/3881/0";"Select group(s)";"选择组";"";""
"EXTRACTED/3882/0";"Select the group(s) you want to automatically assign licenses to.";"选择您想要自动分配授权的组别。";"";""
"EXTRACTED/3883/0";"Group list in {{platform}}";"在{{platform}}中的组列表";"";""
"EXTRACTED/3884/0";"Total groups";"总组数";"";""
"EXTRACTED/3885/0";"Group for {{production}}";"{{production}}的组";"";""
"EXTRACTED/3886/0";"No search result";"无搜索结果";"";""
"EXTRACTED/3887/0";"Please complete the sync settings first.";"请先完成同步设置。";"";""
"EXTRACTED/3888/0";"Please add the group name";"请添加组名称";"";""
"EXTRACTED/3889/0";"Please select the products to associate with";"请选择要关联的产品";"";""
"EXTRACTED/3890/0";"Group is synchronizing...</br></br>It may take a while for the data to be synchronized</br>if the volume of data is large. Please be patient.";"组正在同步中...</br></br>如果数据量较大，数据同步可能需要一些时间。</br>请耐心等待。";"";""
"EXTRACTED/3891/0";"If the group name does not match the group name in {{platform}}, Foxit will not be able to automatically assign licenses to users.";"如果组名称与{{platform}}中的组名称不匹配，福昕将无法自动为用户分配授权。";"";""
"EXTRACTED/3892/0";"When a product associated with the group is updated, any new users added to the group later will automatically be assigned the updated product. This change will not affect any of the previously added users.";"当与该组关联的产品更新时，稍后添加到该组的任何新用户都将自动分配更新后的产品。此更改不会影响先前添加的任何用户。";"";""
"EXTRACTED/3893/0";"Name conflict with automated rule naming convention";"与自动化规则命名约定发生名称冲突";"";""
"EXTRACTED/3894/0";"Search group";"搜索组";"";""
"EXTRACTED/3895/0";"Refresh the list";"刷新列表";"";""
"EXTRACTED/3896/0";"Allow user&group administrators to customize sub-organization structure, excluding the synced structure.";"允许用户和组管理员自定义子组织结构。";"";""
"EXTRACTED/3897/0";"<strong>{{organizationName}}</strong> in <strong>{{productName}}</strong>";"<strong>{{productName}}</strong>中的<strong>{{organizationName}}</strong>";"";""
"EXTRACTED/3898/0";"The {{esignAdminList}} can synchronize users and licenses with Foxit eSign. Only one product administrator can be assigned. Please confirm if you would like to change the administrator for this organization.";"{{esignAdminList}}可以与福昕电子签章同步用户和授权。只能指派一个产品管理员。请确认是否要更改该组织的管理员。";"";""
"EXTRACTED/3899/0";"No";"否";"";""
"EXTRACTED/3900/0";"Sync group";"同步组";"";""
"EXTRACTED/3901/0";"Access the product here";"在这里访问产品";"";""
"EXTRACTED/3902/0";"Are you sure you want to switch to another page without saving the current changes?";"您确定要在不保存当前更改的情况下切换到另一页吗？";"";""
"EXTRACTED/3903/0";"It is not possible to move this organization as it is associated with the organization of Foxit eSign.";"无法移动此组织，因为它与福昕电子签章的组织相关联。";"";""
"EXTRACTED/3904/0";"If you need to move it, please delete the current organization and create a new one.";"如果你需要移动它，请删除当前的组织并创建一个新的。";"";""
"EXTRACTED/3905/0";"Local File";"本地文件";"";""
"EXTRACTED/3906/0";"Foxit PDF Editor Configuration";"福昕高级PDF编辑器配置";"";""
"EXTRACTED/3907/0";"Foxit PDF Editor Linux configuration";"福昕版式软件Linux版配置";"";""
"EXTRACTED/3908/0";"User(s) cannot be moved. If you want to move user(s), please update the quota of the organization or remove licenses for some users.";"用户无法移动。如果您想要移动用户，请更新组织的配额或移除一些用户的授权。";"";""
"EXTRACTED/3909/0";"If users in the organization have been assigned licenses for eSign-related products, moving users may result in changes to the user";"如果组织中的用户已被分配了与电子签名相关的产品的授权，则移动用户可能会导致用户的电子签名信封配额和文档数据发生变化。";"";""
"EXTRACTED/3910/0";"Are you sure you want to move user(s)? ";"您确定要移动用户吗？";"";""
"EXTRACTED/3911/0";"Some users in the organization have been assigned licenses for eSign-related products, moving users may result in changes to the user";"组织中的一些用户已被分配了电子签章相关产品的授权，移动用户可能会导致用户的电子签章信封配额和文档数据发生变化。";"";""
"EXTRACTED/3912/0";"Resync";"重新同步";"";""
"EXTRACTED/3913/0";"Are you sure you want to delete this administrator? If you delete this administrator, the sub-organization will no longer be associated with Foxit eSign, and the quotas and document usage data of the sub-organization will be cleared.";"您确定要删除此管理员吗？如果您删除此管理员，子组织将不再与福昕电子签章关联，且子组织的配额和文档使用数据将被清除。";"";""
"EXTRACTED/3914/0";"The licenses will be removed if the license quota is unavailable for the company.";"如果公司的授权配额不可用，授权将被移除。";"";""
"EXTRACTED/3915/0";"If users in the organization have been assigned licenses for eSign-related products, deleting users may result in changes to the user";"如果组织中的用户被分配了电子签章相关产品的授权，删除用户可能会导致用户的电子签章信封配额和文档数据发生变化。";"";""
"EXTRACTED/3916/0";"For organizations that are not associated with Foxit eSign orders and for departments that do not have envelope quota settings, envelope usage is recorded under the category ";"对于未与福昕电子签章订单相关联的组织和没有信封配额设置的部门，信封使用情况将在""无组织的用户""类别下记录。";"";""
"EXTRACTED/3917/0";"Upgrade to Suite";"升级至套件产品";"";""
"EXTRACTED/3918/0";"Try Now";"立即尝试";"";""
"EXTRACTED/3919/0";"Refresh and synchronize licenses to ensure they are current and up-to-date.";"刷新和同步授权以确保其当前和最新。";"";""
"EXTRACTED/3920/0";"Upgrade your licenses to the Suite products for free!";"免费升级您的授权到套件产品！";"";""
"EXTRACTED/3921/0";"What will you get by upgrading to the Suite products?";"升级到套件产品会给您带来什么好处？";"";""
"EXTRACTED/3922/0";"<ul><li>Powerful desktop PDF solution to create and edit PDF documents and integrate with Foxit eSign.</li><li>Powerful online all-in-one PDF Editing and eSigning tool to make your document workflows easy and secure.</li><li>Productivity at your finger tips. Stay productive with documents anywhere using the Foxit PDF Editor for mobile app.</li><li>Legally-binding e-signature service to prepare, send, sign, and track agreements.</li></ul>";"<ul><li>强大的桌面PDF解决方案，用于创建和编辑PDF文档并与福昕电子签章集成。</li><li>功能强大的在线全能PDF编辑和电子签名工具，使您的文档工作流程简单和安全。</li><li>生产力尽在指尖。使用福昕高级PDF编辑器移动应用程序随时随地保持高效。</li><li>具有法律约束力的电子签名服务，用于准备、发送、签署和跟踪协议。</li></ul>";"";""
"EXTRACTED/3923/0";"How the upgrade works?";"升级是如何工作的？";"";""
"EXTRACTED/3924/0";"<ul><li>To access the new suite products, all it takes is a simple click on the upgrade button!</li><li>The upgrades will only take a few minutes, please be patient.</li><li>When it";"<ul><li>访问新套件产品只需点击升级按钮即可！</li><li>升级过程只需几分钟，请耐心等待。</li><li>到期续订时，将适用于新产品的费用。有关条款和条件，请点击<a href='https://www.foxit.com/product/terms-of-service.html' target='_blank'>这里</a>。</li></ul>";"";""
"EXTRACTED/3925/0";"View more upgrade details";"查看更多升级详情";"";""
"EXTRACTED/3926/0";"Before upgrade";"升级前";"";""
"EXTRACTED/3927/0";"After upgrade";"升级后";"";""
"EXTRACTED/3928/0";"Upgrade Now";"立即升级";"";""
"EXTRACTED/3929/0";"The upgrade is in progress, please be patient.";"升级正在进行中，请耐心等待。";"";""
"EXTRACTED/3930/0";"Successfully upgraded to the Suite products!";"升级至套件产品成功！";"";""
"EXTRACTED/3931/0";"You can access these products now!";"您现在可以访问这些产品！";"";""
"EXTRACTED/3932/0";"PDF Editor Desktop";"PDF编辑器桌面版";"";""
"EXTRACTED/3933/0";"PDF Editor Mobile";"PDF编辑器移动版";"";""
"EXTRACTED/3934/0";"PDF Editor Cloud";"PDF编辑器网页版";"";""
"EXTRACTED/3935/0";"Failed to upgrade to the Suite products!";"升级到套件产品失败！";"";""
"EXTRACTED/3936/0";"We apologize for the inconvenience. The system failed to upgrade. Please try again. You can still access Foxit services normally now, or you can try again later.";"抱歉给您带来不便。系统升级失败，请重试。您现在仍然可以正常访问福昕服务，或者您可以稍后再试。";"";""
"EXTRACTED/3937/0";"Try again";"重试";"";""
"EXTRACTED/3938/0";"Access now";"立即访问";"";""
"EXTRACTED/3939/0";"Or ask Foxit Support Team for help";"或者向福昕支持团队寻求帮助。";"";""
"EXTRACTED/3940/0";"Users within eSign suborganizations and departments will be given priority access to the licenses tied to their specific orders.";"在电子签章子组织和部门中的用户将被优先赋予与他们特定订单相关的授权访问权限。";"";""
"EXTRACTED/3941/0";"The movement of users within the organization may result in discrepancies between the total envelope usage and the usage details data statistics.";"用户在组织内的移动可能会导致总信封使用量和使用详情数据统计之间的差异。";"";""
"EXTRACTED/3942/0";"Changing the data statistics method may result in the inability to access certain data. The data in the Foxit Admin Console is for reference only. For more data, please access Foxit eSign for viewing.";"更改数据统计方法可能导致无法访问某些数据。福昕管理控制台中的数据仅供参考。如需查看更多数据，请访问福昕电子签章进行查看。";"";""
"EXTRACTED/3943/0";"Add Sub-organization";"添加子组织";"";""
"EXTRACTED/3944/0";"Edit Sub-organization";"编辑子组织";"";""
"EXTRACTED/3945/0";"Add Organization";"添加组织";"";""
"EXTRACTED/3946/0";"Edit Organization";"编辑组织";"";""
"EXTRACTED/3947/0";"Add a regular organization where organization users will not be automatically synchronized to any platform.";"添加一个常规组织，组织用户不会自动同步到任何平台。";"";""
"EXTRACTED/3948/0";"The sub-organization primarily serves eSign products. A separate eSign account will be created for the prodcut admin and the users within the sub-organization will be automatically synchronized with this eSign account.";"该子组织主要提供电子签章产品。将为产品管理员创建一个单独的电子签章账户，并且子组织内的用户将自动与该电子签章账户同步。";"";""
"EXTRACTED/3949/0";"The department primarily serves eSign products. Currently, only the information of parent departments is synchronized to eSign. All the departments will share the same eSign account. The department info and users within the department will be automatically synchronized with this eSign account. ";"该部门主要为电子签章产品提供服务。目前，只有父部门的信息被同步到电子签章系统中。所有部门将共享同一个电子签章账户。部门信息以及部门内的用户将自动与该电子签章账户同步。";"";""
"EXTRACTED/3950/0";"Sub-organization Name";"子组织名称";"";""
"EXTRACTED/3951/0";"Parent Sub-organization";"父级子组织";"";""
"EXTRACTED/3952/0";"Parent Department";"父部门";"";""
"EXTRACTED/3953/0";"Set admin and quota for Foxit eSign";"为福昕电子签章设置管理员和配额。";"";""
"EXTRACTED/3954/0";"Set quota for Foxit eSign";"为福昕电子签章设置配额。";"";""
"EXTRACTED/3955/0";"Envelope usage will not be limited if no quota is set for departments.";"如果没有为部门设置配额，信封使用将不受限制。";"";""
"EXTRACTED/3956/0";"Client support contact";"客户支持联系方式";"";""
"EXTRACTED/3957/0";"Specify a person who provides support for users when they encounter issues in accessing client. Please note that there may be a delay in updating the information.";"指定一个在用户在访问客户端时遇到问题时提供支持的人员。请注意，更新信息可能会有延迟。";"";""
"EXTRACTED/3958/0";"Phone";"手机";"";""
"EXTRACTED/3959/0";"Customize plugin license:";"自定义插件授权：";"";""
"EXTRACTED/3960/0";"Select {{plugins}} plan";"选择{{plugins}}计划";"";""
"EXTRACTED/3961/0";"Select user group";"选择用户组";"";""
"EXTRACTED/3962/0";"Apply";"应用";"";""
"EXTRACTED/3963/0";"Activation Devices";"激活设备";"";""
"EXTRACTED/3964/0";"When the same product license has different activation devices, the user has priority to obtain the product license with more activation devices.";"当同一产品授权具有不同的激活设备时，用户优先获取具有更多激活设备的产品授权。";"";""
"EXTRACTED/3965/0";"Device: {{num}}";"设备：{{num}}";"";""
"EXTRACTED/3966/0";"Your license was upgraded on {{date}}. You can view the previous data by <a> visiting Report</a>.";"您的授权已于{{date}}升级。您可以通过<a>访问报告</a>查看以前的数据。";"";""
"EXTRACTED/3967/0";"Your license was upgraded on {{date}}. You are currently accessing historical product data under its previous name.";"您的授权已于{{date}}进行了升级。您当前正在访问其先前名称下的历史产品数据。";"";""
"EXTRACTED/3968/0";"You have acquired licenses for various types of eSign. Here is a list of the total number of licenses and eSign envelopes purely for reference. Please refer to the <span class=";"您已获得各种类型的电子签名授权。以下是授权和电子签名信封的总数列表，仅供参考。请参考<span class='tip'>产品</span>页面获取精确参数。";"";""
"EXTRACTED/3969/0";"No permission to access this page.";"没有权限访问此页面。";"";""
"EXTRACTED/3970/0";"Never Show";"不再显示";"";""
"EXTRACTED/3971/0";"We apologize for the inconvenience. The system failed to upgrade. You can still access Foxit services normally now.  You can try again later or ask Foxit Support Team for help.";"非常抱歉给您带来不便。系统升级失败。您现在仍然可以正常访问福昕服务。您可以稍后再试，或者向福昕支持团队寻求帮助。";"";""
"EXTRACTED/3972/0";"You can not access this site now, please ask Foxit Support Team for help. ";"您现在无法访问该网站，请向福昕支持团队寻求帮助。";"";""
"EXTRACTED/3973/0";"Enterprise administrator from another data center uses the system.";"来自另一个数据中心的企业管理员使用该系统。";"";""
"EXTRACTED/3974/0";"Enterprise Directory user from a different data center.";"来自不同数据中心的企业目录用户。";"";""
"EXTRACTED/3975/0";"Reset time range to default";"将时间范围重置为默认值";"";""
"EXTRACTED/3976/0";"Backup data";"备份数据";"";""
"EXTRACTED/3977/0";"Update orders";"更新订单";"";""
"EXTRACTED/3978/0";"Update data";"更新数据";"";""
"EXTRACTED/3979/0";"Progress({{num}})";"进度({{num}})";"";""
"EXTRACTED/3980/0";"Data recovery is in progress, please be patient.";"正在进行数据恢复，请耐心等待。";"";""
"EXTRACTED/3981/0";"Data recovery";"数据恢复";"";""
"EXTRACTED/3982/0";"Re-upgrade";"重新升级";"";""
"EXTRACTED/3983/0";"Order restoration";"订单恢复";"";""
"EXTRACTED/3984/0";"Statistical recovery";"统计恢复";"";""
"EXTRACTED/3985/0";"Re-upgrade is in progress, please be patient.";"正在进行重新升级，请耐心等待。";"";""
"EXTRACTED/3986/0";"This organization cannot be deleted because there is another administrator ({{administratorEmail}}) owns the manage permission on this organization/root organization. <br/><strong>Please contact the super admin to remove the related administrators.</strong> ";"此组织无法删除，因为另外一个管理员({{administratorEmail}})在此组织/根组织上拥有管理权限。<br/><strong>请联系超级管理员删除相关管理员。</strong>";"";""
"EXTRACTED/3987/0";"Foxit PDF Editor+ Configuration";"Foxit PDF Editor+配置";"";""
"EXTRACTED/3988/0";"Edit data center";"编辑数据中心";"";""
"EXTRACTED/3989/0";"Data Storage Center";"数据存储中心";"";""
"EXTRACTED/3990/0";"Set data center";"设置数据中心";"";""
"EXTRACTED/3991/0";"The system is editing data center for users, results will shown in <span style=";"系统正在为用户编辑数据中心，结果将显示在<span style='color: #f58320;'>“批量操作结果”</span>中。";"";""
"EXTRACTED/3992/0";"You can edit the data storage center for users in your organization.";"您可以编辑您组织中用户的数据存储中心。";"";""
"EXTRACTED/3993/0";"You can change the data storage region for users in your organization.<br/>Note:<br/><li>The change takes effect only after the user confirms it via the email sent by the system.</li><li>Data in the original data center will not be migrated and will no longer be accessible after the change.</li><li>Any licenses assigned to the user will be automatically reclaimed once the user joins the new data center.</li>";"您可以更改组织中用户的数据存储区域。<br/>注意:<br/><li>更改仅在用户通过系统发送的电子邮件确认后生效。</li><li>原数据中心中的数据不会被迁移，且更改后将无法访问。</li><li>用户加入新数据中心后，分配给该用户的任何许可证将被自动回收。</li>";"";""
"EXTRACTED/3994/0";"Edit data center with CSV file";"使用CSV文件编辑数据中心";"";""
"EXTRACTED/3995/0";"CSV with users and regions";"包含用户和地区的CSV文件";"";""
"EXTRACTED/3996/0";"Upload the CSV file to edit data center for users. You can download the sample CSV file to check the required format. Please note that once you make the change, the previous account data of the users will not be transferred or accessible and the licenses of users will be automatically revoked if the user has already set a country/region.";"将CSV文件上传到用户数据中心进行编辑。您可以下载示例CSV文件以检查所需的格式。请注意，一旦您进行更改，用户的先前帐户数据将不会被转移或访问，并且如果用户已经设置了国家/地区，则用户的授权将自动被吊销。";"";""
"EXTRACTED/3997/0";"Your organization has not purchased this product license. The products your organization has purchased include: {{ProductName}}.";"您的组织尚未购买此产品授权。您的组织已购买的产品包括：{{ProductName}}。";"";""
"EXTRACTED/3998/0";"Please provide a correct product name.";"请提供一个正确的产品名称。";"";""
"EXTRACTED/3999/0";"The directory does not exist.";"目录不存在。";"";""
"EXTRACTED/4000/0";"The directory cannot be synchronized. Please confirm if the directory is syncing, configured correctly, or has a domain added.";"目录无法同步。请确认目录是否正在同步，是否配置正确，或是否已添加域。";"";""
"EXTRACTED/4001/0";"There are no users to export in the directory.";"在目录中没有要导出的用户。";"";""
"EXTRACTED/4002/0";"Please provide the correct command following the example.";"请按照示例提供正确的命令。";"";""
"EXTRACTED/4003/0";"User \";"用户 ""{{userEmail}}"" 未找到。";"";""
"EXTRACTED/4004/0";"Please confirm the required setup steps before proceeding with domain verification.";"请在进行域验证之前确认所需的设置步骤。";"";""
"EXTRACTED/4005/0";"The domain does not exist.";"域名不存在。";"";""
"EXTRACTED/4006/0";"You don’t have permission to execute the command.";"您没有执行该命令的权限。";"";""
"EXTRACTED/4007/0";"Please refer to the command template and provide the domain name.";"请参考命令模板并提供域名。";"";""
"EXTRACTED/4008/0";"Please provide the correct domain name.";"请提供正确的域名。";"";""
"EXTRACTED/4009/0";"This user {{emails}} does not have a license for \";"这个用户 {{emails}} 没有""{{LicenseName}}""的授权。";"";""
"EXTRACTED/4010/0";"No user has a license for \";"没有用户拥有""{{LicenseName}}""的授权。";"";""
"EXTRACTED/4011/0";"Sorry, the domain cannot be verified at this time. It may already be verified or currently undergoing verification. ";"抱歉，目前无法验证该域。它可能已经验证过或正在进行验证。";"";""
"EXTRACTED/4012/0";"Data center(US/Europe/Canada/Australia)";"数据中心(US/Europe/Canada/Australia)";"";""
"EXTRACTED/4013/0";":";"：";"";""
"EXTRACTED/4014/0";"The owner of this domain does not allow trustees to modify user information. If you want to modify it, please contact the owner of the Domain.";"这个域名的所有者不允许受托人修改用户信息。如果您想要修改，请联系域名所有者。";"";""
"EXTRACTED/4015/0";"Disabled users";"禁用的用户";"";""
"EXTRACTED/4016/0";"Disabled groups";"禁用的组";"";""
"EXTRACTED/4017/0";"Search user email";"搜索用户电子邮件";"";""
"EXTRACTED/4018/0";"Root Directory";"根目录";"";""
"EXTRACTED/4019/0";"Add groups";"添加组";"";""
"EXTRACTED/4020/0";"Total Groups";"总组数";"";""
"EXTRACTED/4021/0";"Adding up to 10 groups at a time allows you to disable automatic SSO during user login.";"一次最多添加10个组，允许您在用户登录期间禁用自动SSO。";"";""
"EXTRACTED/4022/0";"Invalid email: {{email}}";"无效的电子邮件: {{email}}";"";""
"EXTRACTED/4023/0";"To obtain the latest domain user list, it is recommended to access the directory settings page and click ";"要获取最新的域用户列表，建议访问目录设置页面并单击“同步”以获取最新信息。";"";""
"EXTRACTED/4024/0";"A maximum of 10 groups can be selected at a time.";"一次最多可选择10个组。";"";""
"EXTRACTED/4025/0";"This page contains information and instructions related to a third-party application (OneLogin). These instructions may vary on your environment and need to be confirmed with your OneLogin vendor, if necessary. If you have specific needs or specific settings you need to apply, you may need to check those with your IdP admins. ";"这个页面包含与第三方应用程序（OneLogin）相关的信息和说明。这些说明可能会因您的环境而异，需要与您的OneLogin供应商确认。如果您有特定需求或需要应用特定设置，您可能需要与您的IdP管理员核实。";"";""
"EXTRACTED/4026/0";"Sync users and roles from OneLogin";"从OneLogin同步用户和角色";"";""
"EXTRACTED/4027/0";"Step 1: Login to OneLogin";"步骤1：:登录到OneLogin";"";""
"EXTRACTED/4028/0";"If you do not have an OneLogin admin account, you can create one.";"如果您没有OneLogin管理员账户，您可以创建一个。";"";""
"EXTRACTED/4029/0";"Step 2: Create an app on the OneLogin admin page";"步骤2: 在OneLogin管理页面上创建一个应用程序.";"";""
"EXTRACTED/4030/0";"To setup SSO (SAML 2.0) between Foxit Admin Console and OneLogin, follow the steps below:<br/>1.Switch to Applications tab and click “Add App”. Search and select SCIM Provisioner with SAML (SCIM v2 Enterprise, full SAML), then save the app configuration.<br/>2.Open the Configuration page and fill in the application details based on the SP Entity ID and SP Assertion Consumer Service URL in the Directory Settings page of the Admin Console.<br/>3.Complete the SAML configuration in the Directory Settings page of the Admin Console based on the x.509 Certificate, Issuer URL, and SAML 2.0 Endpoint (HTTP) from the SSO page in OneLogin.<br/>4.Open the Parameters page and add the email, first name, last name fields.";"要在福昕管理控制台和OneLogin之间设置SSO（SAML 2.0），请按照以下步骤操作:<br/>1.切换到“应用程序”选项卡，点击“添加应用程序”。搜索并选择具有SAML的SCIM提供程序（SCIM v2企业版，完整的SAML），然后保存应用程序配置。<br/>2.打开配置页面，并根据Admin Console的目录设置页面中的SP实体ID和SP断言使用者服务URL填写应用程序详细信息。<br/>3.根据OneLogin中SSO页面的x.509证书、发行者URL和SAML 2.0端点（HTTP），在Admin Console的目录设置页面中完成SAML配置。<br/>4.打开参数页面并添加电子邮件、名字和姓氏字段。";"";""
"EXTRACTED/4031/0";"Step 3: Configure the provisioning settings";"步骤 3: 配置配置设置";"";""
"EXTRACTED/4032/0";"1.Copy the Tenant URL and Secret Token, and paste them into the SCIM Base URL and SCIM Bearer Token fields on the Configuration page under Applications > SCIM Provisioner with SAML (SCIM v2 Enterprise, full SAML) in OneLogin.<br/>2.Open the Provisioning page and check the option ";"1.复制租户URL和密钥令牌，然后粘贴到OneLogin中“应用程序”>“带SAML的SCIM提供程序（SCIM v2企业版，完整SAML）”下“配置”页面上的 SCIM Base URL 和 SCIM Bearer 令牌字段中。<br/>2.打开配置页面并选中“启用配置”选项。当在OneLogin中删除用户或用户的应用程序访问权限被移除时，请选择此设置的“暂停”。";"";""
"EXTRACTED/4033/0";"Step 4: Create roles on the OneLogin admin page";"步骤 4: 在 OneLogin 管理员页面上创建角色";"";""
"EXTRACTED/4034/0";"1.In the OneLogin Console, go to “Users > Roles” page, add role and select the app to add.<br/>2.Add a rule for the selected roles on the Rules page under Applications > SCIM Provisioner with SAML (SCIM v2 Enterprise, full SAML) in OneLogin.<br/>3.Edit the field SCIMusername and field Groups on the Parameters page.<br/>4.Click the “Refresh” button on the Provisioning page.";"1. 在 OneLogin 控制台中，转到“用户 > 角色”页面，添加角色并选择要添加的应用程序。<br/>2. 在 OneLogin 中的应用程序 > SCIM提供程序与SAML 规则页面为所选角色添加规则（SCIM v2 企业版，完整SAML）。<br/>3. 在参数页面上编辑 SCIM用户名字段和组字段。<br/>4. 在配置页面上点击“刷新”按钮。";"";""
"EXTRACTED/4035/0";"Step 5: Establish the relationship between OneLogin roles and products in the Foxit Admin Console";"第5步: 在福昕管理控制台建立OneLogin角色和产品之间的关系";"";""
"EXTRACTED/4036/0";"Step 6: Activate user provisioning";"步骤 6: 激活用户配置";"";""
"EXTRACTED/4037/0";"Go to the Users page and switch to the Application page. Select the roles that need to be synchronized, then click ”Save User“. Re-enter the Application page and click ”Pending“ to push the user.";"前往用户页面，切换到应用程序页面。选择需要同步的角色，然后点击“保存用户”。重新进入应用程序页面，点击“待处理”以推送用户。";"";""
"EXTRACTED/4038/0";"For users synchronized through provisioning, it";"对于通过配置同步的用户，建议在 OneLogin 中进行所有操作，而不是在管理控制台中。";"";""
"EXTRACTED/4039/0";"Avoid deleting users directly in the Admin Console to prevent potential provisioning issues. User deletions should be performed in OneLogin.";"避免直接在管理控制台中删除用户，以避免潜在的配置问题。用户删除应在 OneLogin 中执行。";"";""
"EXTRACTED/4040/0";"Go to OneLogin";"前往 OneLogin";"";""
"EXTRACTED/4041/0";"Creating a role and connecting to Foxit Admin Console. Please provide a role name that matches the role name in OneLogin. Associate the role with the licenses of the products that need to be automatically assigned.";"创建一个角色并连接到福昕管理控制台。请提供一个与OneLogin中角色名称匹配的角色名称。将该角色与需要自动分配的产品许可关联起来。";"";""
