"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"008F2B21/206/0";"&Save";"保存(&S)";"S";"S"
"008F2B21/207/0";"Cance&l";"取消(&L)";"L";"L"
"008F2B21/215/0";"Scan";"扫描";;
"008F2B21/217/0";"Scan&ner:";"扫描仪(&N)：";"N";"N"
"008F2B21/219/0";"A&dvanced Options...";"高级选项(&D)...";"D";"D"
"008F2B21/240/0";"Configure scanner ";"配置扫描仪";;
"008F2B21/351/0";"&Configure scanner using scanner's interface";"使用扫描仪界面配置扫描仪(&C)";"C";"C"
"008F2B21/506/0";"Prompt to scan more pa&ges";"提示扫描更多页面(&G)";"G";"G"
"008F2B21/220/0";"S&ides:";"面(&I)：";"I";"I"
"008F2B21/489/0";"So&urce:";"源(&U):";"U";"U"
"008F2B21/222/0";"Color &Mode:";"色彩模式(&M)：";"M";"M"
"008F2B21/226/0";"&Paper Size:";"页面大小(&P)：";"P";"P"
"008F2B21/224/0";"&Resolution:";"分辨率(&R)：";"R";"R"
"008F2B21/459/0";"Output";"输出";;
"008F2B21/460/0";"Ne&w PDF Document";"新建PDF文档(&W)";"W";"W"
"008F2B21/461/0";"&Append";"附加到(&A)";"A";"A"
"008F2B21/463/0";"&Browse...";"浏览(&B)...";"B";"B"
"008F2B21/507/0";"Save Multiple &Files";"保存多个文件(&F)";"F";"F"
"008F2B21/508/0";"Options(&H)...";"选项(&H)...";"H";"H"
"008F2B21/348/0";"Optimize Scanned PDF";"优化扫描的PDF";;
"008F2B21/244/0";"Reduce si&ze and optimize";"减小文件大小及优化(&Z)";"Z";"Z"
"008F2B21/245/0";"&Options...";"选项(&O)...";"O";"O"
"008F2B21/246/0";"Ma&ke Searchable (run OCR)";"使可搜索(运行OCR)(&K)";"K";"K"
"008F2B21/247/0";"Op&tions...";"选项(&T)...";"T";"T"
"008F2B21/552/0";"R&emove blank pages";"移除空白页(&E)";"E";"E"
"008F2B21/352/0";"Sa&ve as Preset";"保存为预设置(&V)";"V";"V"
"008F2B21/237/0";"&Scan";"扫描(&S)";"S";"S"
"008F2B21/238/0";"Cance&l";"取消(&L)";"L";"L"
"008F2B21/248/0";"Scanner Options";"扫描仪选项";;
"008F2B21/252/0";"&Transfer Mechanism:";"转换方式(&T)：";"T";"T"
"008F2B21/250/0";"&OK";"确定(&O)";"O";"O"
"008F2B21/251/0";"&Cancel";"取消(&C)";"C";"C"
"008F2B21/256/0";"Optimization Options";"优化选项";;
"008F2B21/265/0";"Settings";"设置";;
"008F2B21/258/0";"Color/&Gray:";"彩色/灰度(&G)：";"G";"G"
"008F2B21/267/0";"Low &Quality";"低质量(&Q)";"Q";"Q"
"008F2B21/260/0";"Slider1";"Slider1";;
"008F2B21/354/0";"High Quality";"高质量";;
"008F2B21/261/0";"&Monochrome:";"黑白(&M)：";"M";"M"
"008F2B21/268/0";"&Deskew:";"纠偏(&D)：";"D";"D"
"008F2B21/263/0";"&OK";"确定(&O)";"O";"O"
"008F2B21/264/0";"&Cancel";"取消(&C)";"C";"C"
"008F2B21/270/0";"Document Information";"文档信息";;
"008F2B21/272/0";"&Author:";"作者(&A)：";"A";"A"
"008F2B21/274/0";"&Title:";"标题(&T)：";"T";"T"
"008F2B21/276/0";"&File Name:";"文件名(&F)：";"F";"F"
"008F2B21/278/0";"&OK";"确定(&O)";"O";"O"
"008F2B21/279/0";"&Cancel";"取消(&C)";"C";"C"
"008F2B21/355/0";"Save Scan Preset";"保存扫描预设置";;
"008F2B21/359/0";"Save a scan preset. The scan preset will be directly available in the ""Scan"" ribbon menu.";"保存扫描预设置，此后可以直接从“扫描”菜单中使用。";;
"008F2B21/421/0";"&Preset Name";"预设置名称(&P)";"P";"P"
"008F2B21/357/0";"&Save";"保存(&S)";"S";"S"
"008F2B21/358/0";"&Cancel";"取消(&C)";"C";"C"
"008F2B21/369/0";"Create From Scanner";"从扫描仪创建";;
"008F2B21/491/0";"Create new PDF from a scanner";"从扫描仪创建新的PDF";;
"008F2B21/370/0";"From \n\rScanner";"从 \n\r扫描仪";;
"008F2B21/423/0";"Manage Scan Presets";"管理扫描预设置";;
"008F2B21/432/0";"Scan Presets";"扫描预设置";;
"008F2B21/426/0";"&Edit";"编辑(&E)";"E";"E"
"008F2B21/427/0";"&Delete";"删除(&D)";"D";"D"
"008F2B21/428/0";"Move &Up";"上移(&U)";"U";"U"
"008F2B21/429/0";"Move Dow&n";"下移(&N)";"N";"N"
"008F2B21/430/0";"Cre&ate";"创建(&A)";"A";"A"
"008F2B21/425/0";"&Close";"关闭(&C)";"C";"C"
"008F2B21/521/0";"Foxit Scan";"福昕扫描";;
"008F2B21/519/0";"&Cancel";"取消(&C)";"C";"C"
"008F2B21/520/0";"Scanning.";"扫描";;
"008F2B21/159/0";"Business card";"名片";;
"008F2B21/115/0";"C0|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10";"C0|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10";;
"008F2B21/117/0";"Executive";"行政公文纸";;
"008F2B21/116/0";"JISB1|JISB2|JISB3|JISB4|JISB5|JISB6|JISB7|JISB8|JISB9|JISB10";"JISB1|JISB2|JISB3|JISB4|JISB5|JISB6|JISB7|JISB8|JISB9|JISB10";;
"008F2B21/113/0";"Ledger";"帐薄";;
"008F2B21/112/0";"Legal";"法律专用纸";;
"008F2B21/160/0";"Letter";"信纸";;
"008F2B21/118/0";"StateMent";"StateMent";;
"008F2B21/162/0";" in";" 英寸";;
"008F2B21/108/0";" cm";" 厘米";;
"008F2B21/110/0";" mm";" 毫米";;
"008F2B21/109/0";" p";" 派卡";;
"008F2B21/107/0";" pt";" 点";;
"008F2B21/175/0";"Can't get paper size from selected scanner.";"无法从选择的扫描获取纸张大小。";;
"008F2B21/180/0";"1 Pass Duplex Sides";"单通道双边";;
"008F2B21/181/0";"2 Pass Duplex Sides";"双通道双边";;
"008F2B21/144/0";"1 Pass Duplex Sides from feeder";"来自于馈纸式扫描仪的单通道单边";;
"008F2B21/145/0";"2 Pass Duplex Sides from feeder";"来自于馈纸式扫描仪的双通道双边";;
"008F2B21/476/0";"Page %d%[1] of %d%[2]";"第%d%[1]页 / %d%[2]页";;
"008F2B21/157/0";"  DPI";"  DPI";;
"008F2B21/174/0";"Can't get the resolution your selected scanner supports!";"无法获取您选择的扫描仪所支持的分辨率信息。";;
"008F2B21/125/0";"The scanning failed when using the configurations you set!";"使用您设定的选项扫描失败。";;
"008F2B21/468/0";"Scan &more pages (sheet %d)";"扫描更多页面（纸张%d）(&M)";;
"008F2B21/126/0";"The scanner you selected doesn't work. Please select another one.";"您选择的扫描仪无法工作。\n请重新选择。";;
"008F2B21/82/0";"Please select a scanner";"请选择扫描仪";;
"008F2B21/469/0";"Scan the &reverse sides (reverse of sheet %d)";"扫描反面（纸张%d的反向）(&R)";;
"008F2B21/129/0";"This operation is not allowed, since scanning is in progress.";"该操作不允许，因为扫描正在进行。";;
"008F2B21/441/0";"Create ConnectedPDF, a much better PDF!";"创建互联PDF，一个更好的PDF！";;
"008F2B21/172/0";"Can't get sides from selected scanner.";"无法从选择的扫描仪获取单双面信息。";;
"008F2B21/147/0";"Single side";"正面";;
"008F2B21/143/0";"Single side from feeder";"来自于馈纸式扫描仪的正面";;
"008F2B21/142/0";"Single side from flatbed";"来源于平板扫描仪的正面";;
"008F2B21/164/0";"Buffered memory mode";"缓存模式";;
"008F2B21/163/0";"Native mode";"本机模式";;
"008F2B21/477/0";"Convert the scanned pages to grayscale";"将扫描页转为灰度";;
"008F2B21/478/0";"Convert the scanned pages to black && white";"将扫描页转为黑白";;
"008F2B21/481/0";"Removing blank pages...";"正在删除空白页...";;
"008F2B21/483/0";"Blank pages will be removed after scanning is finished.";"扫描结束后，空白页面将被移除。";;
"008F2B21/484/0";"You cannot append the generated PDF to a PDF portfolio.";"您不能将生成的PDF附加到PDF文件包。";;
"008F2B21/485/0";"User";"用户";;
"008F2B21/486/0";"The file cannot be appended.";"无法附加文件。";;
"008F2B21/492/0";"Feeder";"送纸器";;
"008F2B21/522/0";"Scanning Page: ";"扫描页面：";;
"008F2B21/509/0";"The value must be between 1 and 9999.";"取值必须在1和9999之间。";;
"008F2B21/510/0";"Save Scanned File As";"将扫描的文件另存为";;
"008F2B21/511/0";"Please select a valid file prefix.";"请选择一个有效的文件前缀。";;
"008F2B21/514/0";"Permission denied. Please complete the operation under an account with administrator's rights.";"没有权限。请在具有管理员权限的账户下完成操作。";;
"008F2B21/515/0";"&Scan";"扫描(&S)";;
"008F2B21/377/0";"Scan preset not configured. Please configure it before use.";"未配置扫描预设置。请在使用之前先行配置。";;
"008F2B21/382/0";"Saved scanner cannot be detected. Do you want to change it?";"不能检测到所保存的扫描仪。您是否想要更改它？";;
"008F2B21/415/0";"Scan";"扫描";;
"008F2B21/311/0";"An unrecoverable error has occurred. Your operation had stopped.";"发生了不可恢复的错误。您的操作已停止。";;
"008F2B21/416/0";"Scan paper documents to create PDFs";"扫描纸质文档创建PDF";;
"008F2B21/473/0";"Adjust Color Mode";"调整色彩模式";;
"008F2B21/467/0";"You can't append the generated PDF to a XFA file.";"您不能将生成的PDF附加到XFA文件。";;
"008F2B21/156/0";"Auto Detect";"自动检测";;
"008F2B21/475/0";"Black  && White";"黑白";;
"008F2B21/466/0";"Both Sides";"两面";;
"008F2B21/86/0";"Your operation is canceled.";"操作被取消。";;
"008F2B21/83/0";"Black and White";"黑白";;
"008F2B21/84/0";"Grayscale";"灰度";;
"008F2B21/85/0";"Color";"彩色";;
"008F2B21/173/0";"Can't get the color your selected scanner supports!";"无法获取您选择的扫描仪所支持的颜色模式。";;
"008F2B21/128/0";"Create";"创建";;
"008F2B21/470/0";"Current document";"当前文档";;
"008F2B21/102/0";"Foxit Scanner";"福昕扫描仪";;
"008F2B21/165/0";"You have changed the presets values of %s%[1] of the %s%[2]. Do you want to save it?";"您修改了%s%[2]中%s%[1]预设置数值。您是否想要保存它？";;
"008F2B21/465/0";"Front Sides";"正面";;
"008F2B21/474/0";"Grayscale";"灰度";;
"008F2B21/127/0";"Home";"主页";;
"008F2B21/103/0";"Insert images to document...";"在文档中插入图像...";;
"008F2B21/512/0";"Prefix";"前缀";;
"008F2B21/132/0";"cannot be included in the file name.";"不能应用在文件名中。";;
"008F2B21/471/0";"Document is not selected for appending.";"没有选择要附加到的文档。";;
"008F2B21/141/0";"The scanner cannot find any available document, please check the feeder!";"扫描仪找不到可以扫描的文档，请检查纸盒！";;
"008F2B21/98/0";"This document cannot be modified. Please choose a different document.";"该文档不能被修改，请选择其它文档。";;
"008F2B21/130/0";"The scanning failed because the space for temp file is not enough! ";"扫描失败，因为没有足够的空间存储临时文件！ ";;
"008F2B21/443/0";"Sample:1,5-9,12\nTo use logical page number, enclose the page number in quotes. Example: ""A"". If the logical page numbers include quote or backslash symbols, add a '\\' before the quote or backslash. Example, from page \\5 to page ""12"" : %s";"范例：1,5-9,12\n使用逻辑页码，并用双引号将其框起来。 例如： ""A""。如果逻辑页码中包含双引号或者反斜线符号，需要在双引号或者反斜线符号前添加'\\'。例如，从页面 \\5 到页面 ""12""： %s";;
"008F2B21/111/0";"A0|A1|A2|A3|A4|A5|A6|A7|A8|A9|A10";"A0|A1|A2|A3|A4|A5|A6|A7|A8|A9|A10";;
"008F2B21/114/0";"B0|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10";"B0|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10";;
"008F2B21/433/0";"Manage presets";"管理预设置";;
"008F2B21/434/0";"Create and edit scan presets";"创建并编辑扫描预设置";;
"008F2B21/388/0";"Continue Scan";"继续扫描";;
"008F2B21/372/0";"Scan completed. If you want to scan more pages, replace paper, then click 揅ontinue Scan?. ";"扫描结束。如果您想要扫描更多页面，请换纸后点击“继续扫描”。 ";;
"008F2B21/312/0";"Unable to find a scanner, please confirm whether the scanner is installed.";"不能找到扫描仪，请确认是否曾安装过扫描仪。";;
"008F2B21/399/0";"OCR Current File";"OCR当前文件";;
"008F2B21/493/0";"Flatbed";"平板";;
"008F2B21/419/0";"Page Range";"页面范围";;
"008F2B21/394/0";"For screen display (150 DPI ? 300 DPI).\nFor document OCR (300 DPI ? 600 DPI).\nFor photo print (600 DPI or up).";"用于屏幕显示 (150 DPI – 300 DPI)。\n用于执行文档的OCR (300 DPI – 600 DPI)。\n用于照片打印 (600 DPI或者更高)。";;
"008F2B21/119/0";"Convert";"转换";;
"008F2B21/182/0";"PDF Files (*.pdf)|*.pdf||";"PDF文件(*.pdf)|*.pdf||";;
"008F2B21/410/0";"Input limit reached";"超出输入限制";;
"008F2B21/437/0";"Return to the Organize tab";"返回到“页面管理”选项卡";;
"008F2B21/435/0";"This preset already exists.";"该预设置已经存在。";;
"008F2B21/371/0";"Set up scanning options to be used repeatedly";"设置想要复用的扫描仪选项";;
"008F2B21/384/0";"The name must be within 45 characters.";"名称必须保持在45个字符以内。";;
"008F2B21/391/0";"Page Organize";"页面管理";;
"008F2B21/389/0";"Post-Scan Options";"扫描后选项";;
"008F2B21/396/0";"Suspect Results";"疑似错误结果";;
"008F2B21/387/0";"Page contains non-image content, running scanned PDF optimization is not available.";"该页面包含不是图像的内容，无法对所扫描的PDF执行优化操作。";;
"008F2B21/386/0";"There is no object in the page, running scanned PDF optimization is not available.";"该页面上不存在任何对象，无法对扫描的PDF执行优化操作。";;
"008F2B21/383/0";"Optimize Scanned PDF";"优化扫描的PDF";;
"008F2B21/397/0";"You have chosen to configure the scanner using the scanner's interface.\nAny settings that you make in the scanner's interface cannot be saved here.";"您已经选择使用扫描仪界面配置扫描仪。\n您在扫描仪界面上进行的任何设置都不能保存在这里。";;
"008F2B21/439/0";"Close the tab";"关闭选项卡";;
"008F2B21/379/0";"Custom Preset 1";"自定义预设置1";;
"008F2B21/380/0";"Custom Preset 2";"自定义预设置2";;
"008F2B21/381/0";"Custom Preset 3";"自定义预设置3";;
"008F2B21/420/0";"DPI Options";"DPI 选项";;
"008F2B21/438/0";"Add document information to the current PDF";"添加文档信息到当前PDF";;
"008F2B21/375/0";"Please enter a valid range.";"请输入一个有效范围。";;
"008F2B21/393/0";"Full Platen";"全板";;
"008F2B21/93/0";"Preset name cannot be empty, please input again.";"预设置名称不能为空，请重新输入。";;
"008F2B21/417/0";"Scan paper to PDF and configure presets";"扫描纸张生成PDF，配置预设置";;
"008F2B21/411/0";"AutoDetect Color Mode";"自动检测颜色模式";;
"008F2B21/412/0";"Black && White Document";"黑白文档";;
"008F2B21/414/0";"Color Document";"彩色文档";;
"008F2B21/104/0";"Create a PDF or insert pages from scanned documents";"创建一个PDF或者从扫描文档中插入页面";;
"008F2B21/557/0";"Optimize the scanned PDF for a smaller size and better display quality";"优化扫描的PDF，以减小尺寸并获得更好的显示效果。";;
"008F2B21/96/0";"From &Scanner";"从扫描仪(&S)";;
"008F2B21/413/0";"Grayscale Document";"灰度文档";;
"008F2B21/121/0";"Untitled.pdf";"Untitled.pdf";;
"008F2B21/436/0";"Optimize the current scanned PDF";"优化当前扫描的PDF";;
"008F2B21/400/0";"Analyzing...";"正在分析...";;
"008F2B21/378/0";"Optimizing...";"正在优化...";;
"008F2B21/385/0";"Deskewing Image...";"图像纠偏中...";;
"008F2B21/418/0";"Create a PDF from scanned documents";"从扫描文档创建PDF";;
"008F2B21/395/0";"Close";"关闭";;
"008F2B21/392/0";"Edit Document Information";"编辑文档信息";;
"008F2B21/390/0";"Insert To";"插入到";;
"008F2B21/148/0";"From Scanner";"从扫描仪";;
"008F2B21/558/0";"Optimize Scanned PDF";"优化扫描的PDF";;
"008F2B21/374/0";"Off";"关";;
"008F2B21/373/0";"On";"开";;
"008F2B21/169/0";"CCITT Group 4";"CCITT组4";;
"008F2B21/177/0";"High Compression";"高压缩";;
"008F2B21/376/0";"JBIG2 (Lossless)";"JBIG2(无损)";;
"008F2B21/398/0";"JBIG2 (Lossy)";"JBIG2(有损)";;
"008F2B21/149/0";"JPEG";"JPEG";;
"008F2B21/402/0";"JPEG2000 (Lossless)";"JPEG2000(无损)";;
"008F2B21/401/0";"JPEG2000 (Lossy)";"JPEG2000(有损)";;
"008F2B21/444/0";"&Don't show again";"不再显示(&D)";;
"008F2B21/516/0";"&Manage presets";"管理预设置(&M)";;
"008F2B21/549/0";"PDF Optimizer";"PDF优化";;
"008F2B21/528/0";"Background removal";"清除背景";;
"008F2B21/529/0";"Descreen";"去除网点";;
"008F2B21/530/0";"Text Sharpening";"文字锐化";;
"008F2B21/531/0";"Color/Grayscale: ZIP";"颜色/灰度：ZIP";;
"008F2B21/556/0";"Recognize Text";"识别文本";;
"008F2B21/532/0";"Apply Adaptive Compression";"应用自适应压缩";;
"008F2B21/533/0";"The language you selected is not available";"您选择的语言不可用";;
"008F2B21/534/0";"File";"文件";;
"008F2B21/535/0";"Main Panel";"主面板";;
"16351C28/38/0";"resource.h";"resource.h";;
"16351C28/39/0";"winres.h";"winres.h";;
"16351C28/3/0";"Foxit Software Inc.";"福建福昕软件开发股份有限公司";;
"16351C28/4/0";"TODO: <File description>";"TODO: <File description>";;
"16351C28/5/0";"12.1.0.514";"12.1.0.514";;
"16351C28/6/0";"Security";"安全";;
"16351C28/7/0";"Copyright ? 2010-2026 Foxit Software Inc. All Rights Reserved.";"2010-2026 福昕软件 版权所有。";;
"16351C28/8/0";"Security.dll";"Security.dll";;
"16351C28/9/0";"Security Dynamic Link Library";"安全动态链接库";;
"16351C28/10/0";"12.1.0.514";"12.1.0.514";;
"16351C28/13/0";"Security";"安全";;
"16351C28/14/0";"Printing";"打印";;
"16351C28/15/0";"Static";"Static";;
"16351C28/16/0";"Changing the Document";"修改文档";;
"16351C28/17/0";"Static";"Static";;
"16351C28/18/0";"Document Assembly";"文档组合";;
"16351C28/19/0";"Static";"Static";;
"16351C28/20/0";"Content Copying";"内容复制";;
"16351C28/21/0";"Static";"Static";;
"16351C28/22/0";"Page Extraction";"页面提取";;
"16351C28/23/0";"Static";"Static";;
"16351C28/24/0";"Content Copying for Accessibility";"复制内容用于辅助工具";;
"16351C28/25/0";"Static";"Static";;
"16351C28/26/0";"Commenting";"注释";;
"16351C28/27/0";"Static";"Static";;
"16351C28/28/0";"Signing";"签名";;
"16351C28/29/0";"Static";"Static";;
"16351C28/30/0";"Document Restrictions Summary";"文档限制摘要";;
"16351C28/31/0";"Security Method";"加密方式";;
"16351C28/32/0";"Change Settings";"修改设置";;
"16351C28/33/0";"invisible, only use to compute rect(for AIP encrypt).";"不可见，仅用于计算矩阵（适用于AIP加密）。";;
"16351C28/34/0";"No Protection";"无保护";;
"16351C28/35/0";"Security Method";"加密方式";;
"16351C28/36/0";"Filling of form fields";"填写表单";;
"16351C28/37/0";"Static";"Static";;
"008B4033/62/0";"resource.h";"resource.h";;
"008B4033/63/0";"afxres.h";"afxres.h";;
"008B4033/64/0";"verrsrc.h";"verrsrc.h";;
"008B4033/19/0";"Foxit Corporation";"福建福昕软件开发股份有限公司";;
"008B4033/20/0";"SendCrashReport";"发送软件意外错误报告";;
"008B4033/21/0";"12.0.0.1203";"12.0.0.1203";;
"008B4033/22/0";"SendCrashReport";"发送软件意外错误报告";;
"008B4033/23/0";"Copyright ? 2013-2026 Foxit Software Inc. All Rights Reserved.";"2013-2026 福昕软件 版权所有。";;
"008B4033/24/0";"SendCrashReport.exe";"SendCrashReport.exe";;
"008B4033/25/0";"SendCrashReport";"发送软件意外错误报告";;
"008B4033/26/0";"12.0.0.1203";"12.0.0.1203";;
"008B4033/5/0";"About SendCrashReport";"关于发送软件意外错误报告";;
"008B4033/8/0";"OK";"确定";;
"008B4033/9/0";"This program is used to send the crash report. It needs to work with the Main Application. Without this program, the crash report will not be sent.";"该程序用于发送软件意外错误报告。它需要依赖于主程序而工作。没有该程序，则软件意外错误报告无法被发送。";;
"008B4033/10/0";"Send Crash Report";"发送软件意外错误报告";;
"008B4033/12/0";"OK";"确定";;
"008B4033/13/0";"Contacting server";"联络服务器";;
"008B4033/16/0";"Posting data";"发送数据";;
"008B4033/17/0";"Generating error report";"生成错误报告";;
"008B4033/27/0";"&About SendCrashReport...";"关于发送软件意外错误报(&A)...";;
"008B4033/28/0";"Report sent successfully. Thanks for your support.";"报告发送成功。谢谢您的支持。";;
"008B4033/29/0";"Invalid email address. ";"无效的邮件地址 ";;
"008B4033/30/0";"Invalid SessionID.";"无效的会话ID。";;
"008B4033/31/0";"Unable to send attachments larger than 8M.";"不能发送超过8M的附件。";;
"008B4033/32/0";"Attachment size is zero. ";"附件尺寸为0。 ";;
"008B4033/33/0";"Attachment format does not match.";"附件类型不匹配。";;
"008B4033/53/0";"OK";"确定";;
"008B4033/36/0";"Posting data";"发送数据";;
"008B4033/37/0";"Generating error report";"生成错误报告";;
"008B4033/38/0";"Contacting server";"联络服务器";;
"008B4033/39/0";"Done";"完成";;
"008B4033/40/0";"Failed to send report. The error code is %d.";"发送报告失败。错误码是 %d。";;
"008B4033/41/0";"Failed to call SendCrashReport.exe.";"不能调用SendCrashReport.exe。";;
"008B4033/42/0";"Failed to send Report. The error code is ";"发送报告失败。错误码是 ";;
"008B4033/43/0";"Data transfer is not completed, are you sure you want to close the dialog?";"数据传递未完成，您确定您想要关闭对话框？";;
"008B4033/44/0";"Data is being sent. Do you want to terminate sending data and close the dialog? ";"正在发送数据。您是否想要终止数据发送并关闭对话框？ ";;
"008B4033/45/0";"The network is not available.";"网络连接不可用。";;
"008B4033/46/0";"Failed";"失败";;
"008B4033/47/0";"Failed to generate ZIP file. ";"不能生成ZIP文件。 ";;
"008B4033/48/0";"Failed to send Report.";"发送报告失败。";;
"008B4033/49/0";"The error code is ";"错误码是 ";;
"008B4033/50/0";"Send Crash Report";"发送软件意外错误报告";;
"008B4033/54/0";"Cancel";"取消";;
"008B4033/55/0";"&Retry";"重试(&R)";;
"008B4033/56/0";"&Yes";"是(&Y)";;
"008B4033/57/0";"&No";"否(&N)";;
"01E81E07/81/0";"resource.h";"resource.h";;
"01E81E07/82/0";"afxres.h";"afxres.h";;
"01E81E07/83/0";"verrsrc.h";"verrsrc.h";;
"01E81E07/4/0";"Sign In";"登录";;
"01E81E07/6/0";"web browse";"网页浏览";;
"01E81E07/8/0";"Static";"Static";;
"01E81E07/9/0";"ShareFile";"ShareFile";;
"01E81E07/14/0";"File name:";"文件名：";;
"01E81E07/16/0";"Show:";"显示：";;
"01E81E07/11/0";"Open";"打开";;
"01E81E07/12/0";"Cancel";"取消";;
"01E81E07/18/0";"Static";"Static";;
"01E81E07/22/0";"Open";"打开";;
"01E81E07/23/0";"ShareFile";"ShareFile";;
"01E81E07/24/0";"Static";"Static";;
"01E81E07/25/0";"Please wait while we loading sign-in.";"当我们正在加载登录的时候，请等待。";;
"01E81E07/26/0";"Open";"打开";;
"01E81E07/27/0";"Save As";"另存为";;
"01E81E07/28/0";"Save";"保存";;
"01E81E07/29/0";"PDF Files (*.pdf)";"PDF文件(*.pdf)";;
"01E81E07/30/0";"PPDF Files (*.ppdf)";"PPDF 文件(*.ppdf)";;
"01E81E07/31/0";"All Files";"所有文件";;
"01E81E07/32/0";"Open From ShareFile";"从ShareFile打开";;
"01E81E07/74/0";"The document ""%s"" could not be uploaded. This file is checked out by another user.";"由于文档“%s”已被其他用户签出，因此无法保存。";;
"01E81E07/75/0";"Open";"打开";;
"01E81E07/76/0";"Save As";"另存为";;
"01E81E07/33/0";"Save To ShareFile";"保存到ShareFile";;
"01E81E07/34/0";"Open a document from ShareFile";"从ShareFile打开文档";;
"01E81E07/35/0";"Save a document to ShareFile";"将文档保存到ShareFile";;
"01E81E07/36/0";"Browse";"浏览";;
"01E81E07/37/0";"Downloading file...";"正在下载文件...";;
"01E81E07/38/0";"Uploading file...";"正在上传文件...";;
"01E81E07/39/0";"Enumerating '%s'";"正在枚举“%s”";;
"01E81E07/40/0";"Home Folder";"主文件夹";;
"01E81E07/41/0";"..parent folder";"..父文件夹";;
"01E81E07/42/0";"%s has been checked out by another user.\r\nWould you like to download and open a local copy of the document?";"%s已被其他用户签出。\r \n您想下载该文档副本并在本地打开吗？";;
"01E81E07/43/0";"Personal Folders";"个人文件夹";;
"01E81E07/44/0";"Shared Folders";"共享文件夹";;
"01E81E07/45/0";"You cannot save to this location. Please choose another folder.";"您无法在该位置保存。请选择另外的文件夹。";;
"01E81E07/46/0";"The document ?%s? has been saved successfully.\r\nWould you like to open it now?";"文档'%s'已经成功保存。\r\n您现在要打开它吗？";;
"01E81E07/47/0";"The file ?%s? already exists.\r\nDo you want to replace existing file?";"文件“%s”已经存在。您是否想要替换它？";;
"01E81E07/48/0";"The document could not be saved. This file is already open.";"文件已经被打开，无法保存。";;
"01E81E07/49/0";"Login failed due to the network error, please try again later!";"由于未知错误，登录失败。请稍后再试。";;
"01E81E07/50/0";"Download failed due to the network error, please try again later!";"由于未知错误，下载失败，请稍后重试！";;
"01E81E07/51/0";"Upload failed due to the network error, please try again later!";"由于未知错误，上传失败，请稍后重试！";;
"01E81E07/52/0";"The file name is too long. Please enter a shorter filename.";"文档无法保存。";;
"01E81E07/53/0";"Failed to save!";"保存失败！";;
"01E81E07/54/0";"File names can't contain the following characters: && """" ? < > # { }  % ~ / \\ : * |.";"文件名不能包含如下字符：&& """" ? < > # { }  % ~ / \\ : * |.";;
"01E81E07/55/0";"A file name must be provided. Please enter a file name.";"必须提供文件名。请输入一个文件名。";;
"01E81E07/56/0";"Your connection is offline. Please connect the network and try again.";"连接离线。请检查您的网络后重试。";;
"01E81E07/65/0";"File Name";"文件名";;
"01E81E07/66/0";"Date modified";"修改日期";;
"01E81E07/67/0";"Size";"大小";;
"01E81E07/68/0";"The document could not be downloaded. You don't have permission. Please contact the server administrator.";"该文档无法下载。您没有权限。请联系服务器管理员。";;
"01E81E07/69/0";"The document could not be uploaded. You don't have permission. Please contact the server administrator.";"该文档无法上传。您没有权限。请联系服务器管理员。";;
"01E81E07/70/0";"The document could not be saved. You don't have permission. Please contact the server administrator.";"该文档无法保存。您没有权限。请联系服务器管理员。";;
"01E81E07/72/0";"ShareFile";"ShareFile";;
"01E81E07/73/0";"The document ""%s"" could not be uploaded. The folder where the file is located doesn't have upload permission.";"文档“%s”无法上传。文件所在的文件夹没有上传权限。";;
"01E81E07/57/0";"Foxit Software Inc.";"福建福昕软件开发股份有限公司";;
"01E81E07/58/0";"Citrix ShareFile Plugin allows users to open, edit, and save PDF files located in Citrix Server through the Foxit PDF Editor.";"Citrix ShareFile插件允许用户通过福昕高级PDF编辑器打开，编辑并将PDF文件保存到Citrix服务器上。";;
"01E81E07/59/0";"13.0.0.506";"13.0.0.506";;
"01E81E07/60/0";"ShareFile.dll";"ShareFile.dll";;
"01E81E07/61/0";"Copyright ? 2018-2026 Foxit Software Inc. All Rights Reserved.";"2018-2026 福昕软件 版权所有。";;
"01E81E07/62/0";"ShareFile.dll";"ShareFile.dll";;
"01E81E07/63/0";"ShareFile Dynamic Link Library";"ShareFile动态链接库";;
"01E81E07/64/0";"13.0.0.506";"13.0.0.506";;
"027C0B90/182/0";"resource.h";"resource.h";;
"027C0B90/183/0";"afxres.h";"afxres.h";;
"027C0B90/184/0";"verrsrc.h";"verrsrc.h";;
"027C0B90/4/0";"Edit";"编辑";;
"027C0B90/6/0";"OK";"确定";;
"027C0B90/7/0";"Cancel";"取消";;
"027C0B90/10/0";"%";"%";;
"027C0B90/17/0";"Document Properties";"文档属性";;
"027C0B90/19/0";"Continue";"继续";;
"027C0B90/20/0";"Cancel";"取消";;
"027C0B90/22/0";"The document will be saved with the following metadata. Double-click on a property to edit it.";"该文档将使用如下的源数据进行保存。请双击某个属性进行编辑。";;
"027C0B90/23/0";"Location:";"位置：";;
"027C0B90/26/0";"Edit";"编辑";;
"027C0B90/28/0";"OK";"确定";;
